""	source	type	score	phase	gene_id	gene_type	gene_status	gene_name	level	havana_gene	transcript_id	transcript_type	transcript_status	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000480067.1	HAVANA	transcript			ENSG00000013297.10	protein_coding	KNOWN	CLDN11	2	OTTHUMG00000158940.3	ENST00000480067.1	processed_transcript	KNOWN	CLDN11-010	1		OTTHUMT00000352442.1						0.703366818201117	1.01389975938509	6.37586518545153	1.04937347814119e-09	4.36729339691571e-07	11.7719463228411	0.113728836286873
ENST00000426044.1	HAVANA	transcript			ENSG00000234773.7	transcribed_unprocessed_pseudogene	KNOWN	CTD-2666L21.1	2	OTTHUMG00000156425.2	ENST00000426044.1	processed_transcript	KNOWN	CTD-2666L21.1-001	2	basic	OTTHUMT00000344136.1						-0.409724637503407	1.13930811937152	-6.37469052842974	1.05618739519963e-09	4.37678616978991e-07	11.761765675478	0.468766742762154
ENST00000417524.5	HAVANA	transcript			ENSG00000188933.14	transcribed_unprocessed_pseudogene	KNOWN	USP32P1	2	OTTHUMG00000186451.1	ENST00000417524.5	processed_transcript	KNOWN	USP32P1-002	5	basic	OTTHUMT00000131106.1						0.695226318603664	0.98506563778281	6.3540224632457	1.18343361256674e-09	4.88313030033202e-07	11.6575313276594	0.169267546378207
ENST00000454495.6	HAVANA	transcript			ENSG00000114796.15	protein_coding	KNOWN	KLHL24	2	OTTHUMG00000156911.5	ENST00000454495.6	protein_coding	KNOWN	KLHL24-008	3	cds_end_NF	OTTHUMT00000346599.3				ENSP00000416836.2		-0.661195263947983	2.65689564161724	-6.35297586731555	1.19026269241028e-09	4.8904095320418e-07	11.5092639302413	0.215495494281712
ENST00000556260.6	HAVANA	transcript			ENSG00000078304.19	protein_coding	KNOWN	PPP2R5C	1	OTTHUMG00000171597.8	ENST00000556260.6	protein_coding	KNOWN	PPP2R5C-014	3	exp_conf	OTTHUMT00000414361.2				ENSP00000454035.1		-0.236957023739451	4.45935993517374	-6.34104742381108	1.27088170810825e-09	5.19952171375779e-07	11.2177161416848	0.0408037907942959
ENST00000430580.6	HAVANA	transcript			ENSG00000219481.10	protein_coding	KNOWN	NBPF1	2	OTTHUMG00000002487.10	ENST00000430580.6	protein_coding	KNOWN	NBPF1-005	5	appris_principal_5	OTTHUMT00000106436.3				ENSP00000474456.1		-0.507695409974286	4.95008835182493	-6.32340838346359	1.40000592333306e-09	5.70363594605488e-07	11.0569794349054	0.318870080370956
ENST00000369099.7	HAVANA	transcript			ENSG00000118292.8	protein_coding	KNOWN	C1orf54	2	OTTHUMG00000012546.1	ENST00000369099.7	protein_coding	KNOWN	C1orf54-001	1	CCDS	OTTHUMT00000035053.1				ENSP00000358095.3	CCDS948.1	-0.380265024984429	1.84151489201489	-6.31961919261761	1.42937983653338e-09	5.79883784607748e-07	11.4189506253434	0.288985995596602
ENST00000476808.1	HAVANA	transcript			ENSG00000114796.15	protein_coding	KNOWN	KLHL24	2	OTTHUMG00000156911.5	ENST00000476808.1	protein_coding	KNOWN	KLHL24-005	2	basic	OTTHUMT00000346588.2				ENSP00000419010.1		-0.410097861492184	4.23700831665673	-6.31299220776354	1.48221283452243e-09	5.98801581692381e-07	11.099364643174	0.277802233603495
ENST00000262554.6	HAVANA	transcript			ENSG00000090054.13	protein_coding	KNOWN	SPTLC1	2	OTTHUMG00000021047.1	ENST00000262554.6	protein_coding	KNOWN	SPTLC1-001	1	CCDS	OTTHUMT00000055553.1				ENSP00000262554.2	CCDS6692.1	-0.139054394192276	5.07957524477103	-6.30242978006631	1.57040653642007e-09	6.31787636322931e-07	10.9264615706531	0.188258625688983
ENST00000309451.6	HAVANA	transcript			ENSG00000173272.14	protein_coding	KNOWN	MZT2A	2	OTTHUMG00000153606.3	ENST00000309451.6	protein_coding	KNOWN	MZT2A-001	1	CCDS	OTTHUMT00000331811.2				ENSP00000311500.6	CCDS42758.1	0.73800108157763	1.92499144241641	6.29946942077628	1.59603517871471e-09	6.39433944587634e-07	11.3097539926654	0.304158876812493
ENST00000357500.4	HAVANA	transcript			ENSG00000167272.10	protein_coding	KNOWN	POP5	2	OTTHUMG00000169023.2	ENST00000357500.4	protein_coding	KNOWN	POP5-001	1	CCDS	OTTHUMT00000401993.1				ENSP00000350098.4	CCDS9202.1	-0.347900929938844	1.72173068717741	-6.29147306838726	1.66733064051207e-09	6.65237366380173e-07	11.2786760132978	0.137117762174264
ENST00000357242.9	HAVANA	transcript			ENSG00000133138.19	protein_coding	KNOWN	TBC1D8B	2	OTTHUMG00000022152.4	ENST00000357242.9	protein_coding	KNOWN	TBC1D8B-001	1	CCDS	OTTHUMT00000057807.2				ENSP00000349781.5	CCDS14522.1	0.495547555760628	2.23896793579048	6.28127719917014	1.76278261391137e-09	6.98598993498134e-07	11.1763405562959	0.126568040150897
ENST00000469850.5	HAVANA	transcript			ENSG00000084676.15	protein_coding	KNOWN	NCOA1	2	OTTHUMG00000125523.6	ENST00000469850.5	processed_transcript	KNOWN	NCOA1-004	5	alternative_5_UTR	OTTHUMT00000324158.1						-0.537516366396515	0.984660758879349	-6.28100346019066	1.76541784300541e-09	6.98598993498134e-07	11.2758650017886	0.092049862683522
ENST00000455965.5	HAVANA	transcript			ENSG00000235092.5	antisense	KNOWN	ID2-AS1	2	OTTHUMG00000151625.1	ENST00000455965.5	antisense	KNOWN	ID2-AS1-002	4	basic	OTTHUMT00000323318.1						0.641848559185249	-0.127824135425313	6.279879089493	1.77628252502642e-09	7.00029318046533e-07	11.2875239042173	0.0490729561801633
ENST00000322203.6	HAVANA	transcript			ENSG00000198755.10	protein_coding	KNOWN	RPL10A	2	OTTHUMG00000014566.1	ENST00000322203.6	protein_coding	KNOWN	RPL10A-001	1	CCDS	OTTHUMT00000040283.1				ENSP00000363018.3	CCDS4806.1	-0.149114406827055	6.76772126587062	-6.25914755841102	1.98877562083508e-09	7.80586346724028e-07	10.4366147114563	0.0570674954058562
ENST00000429784.2	HAVANA	transcript			ENSG00000232022.7	transcribed_unprocessed_pseudogene	KNOWN	FAAHP1	2	OTTHUMG00000007812.4	ENST00000429784.2	processed_transcript	KNOWN	FAAHP1-001	3		OTTHUMT00000021449.2						-0.794059635706107	-1.80961848681306	-6.25044725948914	2.08520490007065e-09	8.15120947050291e-07	10.7031469203257	0.0698854558542128
ENST00000562351.2	HAVANA	transcript			ENSG00000047346.12	protein_coding	KNOWN	FAM214A	1	OTTHUMG00000172688.3	ENST00000562351.2	protein_coding	KNOWN	FAM214A-013	5	exp_conf	OTTHUMT00000419927.2				ENSP00000479280.1		0.461229352232122	2.58328559165826	6.24883568748405	2.10356334995119e-09	8.18981676174141e-07	10.9718789057921	0.0684894401654
ENST00000416668.5	HAVANA	transcript			ENSG00000226124.6	protein_coding	KNOWN	FTCDNL1	2	OTTHUMG00000154481.3	ENST00000416668.5	protein_coding	KNOWN	FTCDNL1-001	1	basic	OTTHUMT00000335448.3				ENSP00000454447.1		-1.3316690521809	-1.56021802764584	-6.24231445523621	2.179483096899e-09	8.4347136090791e-07	10.7913112742118	0.125398230435223
ENST00000616947.2	HAVANA	transcript			ENSG00000237094.11	lincRNA	KNOWN	RP4-669L17.10	2	OTTHUMG00000156968.6	ENST00000616947.2	lincRNA	KNOWN	RP4-669L17.10-015	2		OTTHUMT00000480469.1						0.556632857864523	-0.538925811789552	6.24193884269285	2.18393686669612e-09	8.4347136090791e-07	11.0708915298999	0.126178873940832
ENST00000324987.4	HAVANA	transcript			ENSG00000180822.11	protein_coding	KNOWN	PSMG4	2	OTTHUMG00000014142.4	ENST00000324987.4	nonsense_mediated_decay	KNOWN	PSMG4-005	3		OTTHUMT00000039679.2				ENSP00000424330.1		2.38846499604453	-3.09509302797041	6.24105393338574	2.19446486096032e-09	8.4416079755045e-07	8.42491948621033	0.437622027372748
ENST00000399429.7	HAVANA	transcript			ENSG00000215018.9	protein_coding	KNOWN	COL28A1	2	OTTHUMG00000150034.2	ENST00000399429.7	protein_coding	KNOWN	COL28A1-001	1	CCDS	OTTHUMT00000315899.1				ENSP00000382356.3	CCDS43553.1	0.558160499616762	0.841427346640787	6.23423452827006	2.27728400916444e-09	8.72543175479617e-07	11.0379838590083	0.0737333971466838
ENST00000459849.1	HAVANA	transcript			ENSG00000100376.11	protein_coding	KNOWN	FAM118A	2	OTTHUMG00000151338.3	ENST00000459849.1	processed_transcript	KNOWN	FAM118A-010	3		OTTHUMT00000322269.1						2.293658711459	-2.34153924991144	6.2295424909485	2.33603913001376e-09	8.91517478890706e-07	9.88177300838903	0.169763312811978
ENST00000457105.2	HAVANA	transcript			ENSG00000107829.13	protein_coding	KNOWN	FBXW4	2	OTTHUMG00000018938.4	ENST00000457105.2	processed_transcript	KNOWN	FBXW4-002	5	mRNA_end_NF	OTTHUMT00000049980.2						-0.186073642888175	3.65113090960569	-6.22288461963164	2.42196974501505e-09	9.20672703780247e-07	10.7000384946524	0.126404959888802
ENST00000624646.1	HAVANA	transcript			ENSG00000280422.1	TEC	KNOWN	RP11-155D18.13	2	OTTHUMG00000175712.1	ENST00000624646.1	TEC	KNOWN	RP11-155D18.13-001	NA	basic	OTTHUMT00000430891.1						-0.337836704281675	1.03250206344348	-6.22055977620948	2.45269971182929e-09	9.28697913631237e-07	10.9571644795517	0.110108576396671
ENST00000300213.8	HAVANA	transcript			ENSG00000166946.13	protein_coding	KNOWN	CCNDBP1	2	OTTHUMG00000130703.3	ENST00000300213.8	protein_coding	KNOWN	CCNDBP1-001	1	CCDS	OTTHUMT00000253203.2				ENSP00000300213.4	CCDS10092.1	0.268603459469556	2.37515945330008	6.21199110283998	2.56929778348065e-09	9.69046789789807e-07	10.8002133064191	0.0605195448023895
ENST00000617368.1	HAVANA	transcript			ENSG00000277199.1	lincRNA	KNOWN	CH17-125A10.2	2	OTTHUMG00000189067.1	ENST00000617368.1	lincRNA	KNOWN	CH17-125A10.2-001	5	basic	OTTHUMT00000478599.1						-0.483856483273881	0.810264402357718	-6.21106705310008	2.58219181818274e-09	9.70120423396173e-07	10.9183176844542	0.0766793408269338
ENST00000481691.5	HAVANA	transcript			ENSG00000163046.15	protein_coding	KNOWN	ANKRD30BL	2	OTTHUMG00000153491.3	ENST00000481691.5	retained_intron	KNOWN	ANKRD30BL-005	5		OTTHUMT00000331356.1						0.888927234325365	0.368674288008802	6.21020804947122	2.59423510214589e-09	9.70867349041063e-07	10.9283250659122	0.126079699862229
ENST00000462938.5	HAVANA	transcript			ENSG00000115252.18	protein_coding	KNOWN	PDE1A	2	OTTHUMG00000132596.2	ENST00000462938.5	processed_transcript	KNOWN	PDE1A-007	4		OTTHUMT00000334360.1						-1.43177359238654	-2.09239033680725	-6.20581277811376	2.65672412817985e-09	9.90414445838909e-07	10.2998037010947	0.116601736082596
ENST00000427159.6	HAVANA	transcript			ENSG00000108592.16	protein_coding	KNOWN	FTSJ3	2	OTTHUMG00000179012.4	ENST00000427159.6	protein_coding	KNOWN	FTSJ3-001	1	CCDS	OTTHUMT00000444386.1				ENSP00000396673.2	CCDS11644.1	-0.235838795798052	4.05356196052057	-6.20240745199263	2.70615117762595e-09	1.00496046463268e-06	10.5388816001297	0.0696581961920209
ENST00000372842.5	HAVANA	transcript			ENSG00000167123.18	protein_coding	KNOWN	CERCAM	2	OTTHUMG00000020747.5	ENST00000372842.5	protein_coding	KNOWN	CERCAM-005	5	CCDS	OTTHUMT00000054438.3				ENSP00000361933.1	CCDS69675.1	0.508889654888211	7.52505894542274	6.19903026073253	2.75605990930235e-09	1.01816111374929e-06	9.98286444694244	0.109108204763375
ENST00000562989.1	HAVANA	transcript			ENSG00000261710.1	lincRNA	KNOWN	RP11-953B20.1	2	OTTHUMG00000164381.1	ENST00000562989.1	lincRNA	KNOWN	RP11-953B20.1-001	NA	basic	OTTHUMT00000378542.1						0.695647422818705	0.209688594331373	6.19849487767391	2.76405432572147e-09	1.01816111374929e-06	10.8703498418493	0.253459643472732
ENST00000381031.7	HAVANA	transcript			ENSG00000075234.16	protein_coding	KNOWN	TTC38	1	OTTHUMG00000150494.2	ENST00000381031.7	protein_coding	KNOWN	TTC38-001	1	CCDS	OTTHUMT00000318469.1				ENSP00000370419.3	CCDS43030.1	-0.408655804628557	2.49182455239016	-6.19787540347655	2.77333277664378e-09	1.01816111374929e-06	10.71294207792	0.0470119806244108
ENST00000525174.1	HAVANA	transcript			ENSG00000254715.3	unprocessed_pseudogene	KNOWN	OR7E154P	1	OTTHUMG00000165389.1	ENST00000525174.1	unprocessed_pseudogene	KNOWN	OR7E154P-001	NA	basic	OTTHUMT00000383786.1			PGO:0000005			2.00834911037822	-0.585684578935636	6.19510245343253	2.81524150932672e-09	1.02963192686187e-06	10.813572087068	0.110062925165217
ENST00000283429.10	HAVANA	transcript			ENSG00000153406.13	protein_coding	KNOWN	NMRAL1	2	OTTHUMG00000129468.4	ENST00000283429.10	protein_coding	KNOWN	NMRAL1-001	1	CCDS	OTTHUMT00000251631.2				ENSP00000283429.6	CCDS10516.1	0.776327170803716	1.63392070651368	6.19108258921773	2.87709983645437e-09	1.04828489663779e-06	10.759955927208	0.147817025517033
ENST00000549063.1	HAVANA	transcript			ENSG00000083454.21	protein_coding	KNOWN	P2RX5	2	OTTHUMG00000090700.5	ENST00000549063.1	retained_intron	KNOWN	P2RX5-003	2		OTTHUMT00000405139.1						0.458930836140035	0.201203410027095	6.18715419048633	2.93883724979412e-09	1.06675372863392e-06	10.812041531181	0.15254307576546
ENST00000338415.7	HAVANA	transcript			ENSG00000115828.15	protein_coding	KNOWN	QPCT	2	OTTHUMG00000100963.3	ENST00000338415.7	protein_coding	KNOWN	QPCT-001	1	CCDS	OTTHUMT00000218572.2				ENSP00000344829.3	CCDS1790.1	-0.375333150796322	1.2841753524899	-6.18557911453651	2.96395372084436e-09	1.06861209918863e-06	10.7590511991398	0.198882401801729
ENST00000624049.1	HAVANA	transcript			ENSG00000278971.1	TEC	KNOWN	RP11-644A7.2	2	OTTHUMG00000178786.1	ENST00000624049.1	TEC	KNOWN	RP11-644A7.2-001	NA	basic	OTTHUMT00000443341.1						0.681326324606379	-0.617327022644723	6.18544562896867	2.96609195458037e-09	1.06861209918863e-06	10.7735233167337	0.145620597311695
ENST00000286918.8	HAVANA	transcript			ENSG00000156381.8	protein_coding	KNOWN	ANKRD9	2	OTTHUMG00000171777.5	ENST00000286918.8	protein_coding	KNOWN	ANKRD9-001	1	CCDS	OTTHUMT00000415057.2				ENSP00000286918.4	CCDS9973.1	-0.267069623044042	4.04039686340958	-6.18470405774411	2.97799834999946e-09	1.06891320701059e-06	10.4475427331047	0.21793744005924
ENST00000380707.8	HAVANA	transcript			ENSG00000172062.16	protein_coding	KNOWN	SMN1	2	OTTHUMG00000099361.6	ENST00000380707.8	protein_coding	KNOWN	SMN1-001	1	CCDS	OTTHUMT00000216805.3				ENSP00000370083.4	CCDS34181.1	-0.371751635769913	3.10606515907812	-6.16989698860135	3.22578465393111e-09	1.1535644869469e-06	10.4910384776642	0.112682570258719
ENST00000409775.7	HAVANA	transcript			ENSG00000105928.13	protein_coding	KNOWN	DFNA5	2	OTTHUMG00000023237.6	ENST00000409775.7	protein_coding	KNOWN	DFNA5-003	1	CCDS	OTTHUMT00000326887.1				ENSP00000386670.3	CCDS5389.1	-0.616983996784835	0.878167230875102	-6.16666984250832	3.28241286569889e-09	1.16948373370734e-06	10.6867502437187	0.0645679442419517
ENST00000602520.5	HAVANA	transcript			ENSG00000269893.6	lincRNA	KNOWN	SNHG8	2	OTTHUMG00000183991.1	ENST00000602520.5	lincRNA	KNOWN	SNHG8-002	2		OTTHUMT00000467704.1						0.707458724272561	1.9952143726229	6.16253114245655	3.35646437143856e-09	1.19147081220544e-06	10.5783304407572	0.417743037792392
ENST00000448331.7	HAVANA	transcript			ENSG00000266302.6	protein_coding	KNOWN	RP11-219A15.1	2	OTTHUMG00000179236.1	ENST00000448331.7	nonsense_mediated_decay	KNOWN	RP11-219A15.1-001	1	readthrough_transcript	OTTHUMT00000445382.1				ENSP00000440655.2		0.722786994621413	2.51669487875187	6.16094312625971	3.38531044249841e-09	1.19713256928754e-06	10.5130013558965	0.0235136437664936
ENST00000436911.6	HAVANA	transcript			ENSG00000227191.8	TR_C_gene	KNOWN	TRGC2	2	OTTHUMG00000155215.2	ENST00000436911.6	TR_C_gene	KNOWN	TRGC2-001	NA	appris_principal_1	OTTHUMT00000338821.2				ENSP00000413437.2		1.25484308269295	-0.592574794690409	6.16029183767336	3.39721113557995e-09	1.19713256928754e-06	10.6420745685104	0.0482704227694291
ENST00000490299.5	HAVANA	transcript			ENSG00000136643.11	protein_coding	KNOWN	RPS6KC1	2	OTTHUMG00000036926.3	ENST00000490299.5	processed_transcript	KNOWN	RPS6KC1-003	1		OTTHUMT00000089692.3						-0.329018957359332	3.18373195924359	-6.15866155581385	3.42718058746007e-09	1.20330179796953e-06	10.4214604008162	0.0788956994221497
ENST00000569046.1	HAVANA	transcript			ENSG00000259781.1	processed_pseudogene	KNOWN	RP11-673C5.1	1	OTTHUMG00000172839.1	ENST00000569046.1	processed_pseudogene	KNOWN	RP11-673C5.1-001	NA	basic	OTTHUMT00000420819.1			PGO:0000004			0.88052040588484	3.42124513776048	6.14866655807854	3.61666426234126e-09	1.26522971444239e-06	10.3451294336213	0.115436576282575
ENST00000528509.5	HAVANA	transcript			ENSG00000172890.11	protein_coding	KNOWN	NADSYN1	2	OTTHUMG00000167375.2	ENST00000528509.5	nonsense_mediated_decay	KNOWN	NADSYN1-002	1		OTTHUMT00000394360.1				ENSP00000433472.1		0.401111426367467	1.65676775973099	6.12811795106128	4.03903779138079e-09	1.40788900689163e-06	10.4315955641363	0.0808770468193402
ENST00000264689.10	HAVANA	transcript			ENSG00000109775.10	protein_coding	KNOWN	UFSP2	2	OTTHUMG00000160441.4	ENST00000264689.10	protein_coding	KNOWN	UFSP2-001	2	CCDS	OTTHUMT00000360589.2				ENSP00000264689.6	CCDS3842.1	0.282108510681661	3.46780991282382	6.12641110135909	4.07622071421014e-09	1.4157389023016e-06	10.2150433824133	0.191815796508886
ENST00000526474.1	HAVANA	transcript			ENSG00000175463.11	protein_coding	KNOWN	TBC1D10C	2	OTTHUMG00000167139.3	ENST00000526474.1	retained_intron	KNOWN	TBC1D10C-003	2		OTTHUMT00000395495.1						0.29099205683601	2.39334151767983	6.12535323406402	4.09943399758031e-09	1.41869802939917e-06	10.3443835045408	0.0956071552315753
ENST00000419524.6	HAVANA	transcript			ENSG00000113578.17	protein_coding	KNOWN	FGF1	2	OTTHUMG00000059703.9	ENST00000419524.6	protein_coding	KNOWN	FGF1-010	4	CCDS	OTTHUMT00000268557.1				ENSP00000396195.2	CCDS4275.1	-0.937353275196885	-0.873443782457002	-6.11739466734619	4.27827464852054e-09	1.47530189433305e-06	10.4025033652105	0.278718891606314
ENST00000437534.3	HAVANA	transcript			ENSG00000237289.9	protein_coding	KNOWN	CKMT1B	2	OTTHUMG00000059900.7	ENST00000437534.3	nonsense_mediated_decay	KNOWN	CKMT1B-002	2		OTTHUMT00000133148.2				ENSP00000416717.1		0.42242252879514	2.39125410330028	6.10592261361142	4.54959019288878e-09	1.56327804798642e-06	10.2383797359231	0.0794317981840842
ENST00000562812.5	HAVANA	transcript			ENSG00000166446.14	protein_coding	KNOWN	CDYL2	2	OTTHUMG00000177004.3	ENST00000562812.5	protein_coding	KNOWN	CDYL2-004	5	appris_alternative_2	OTTHUMT00000434728.1				ENSP00000454546.1		-0.268832790848737	1.48234418950126	-6.0985909393297	4.73173988349593e-09	1.60869159405305e-06	10.29647797743	0.110951863334617
ENST00000563890.5	HAVANA	transcript			ENSG00000166446.14	protein_coding	KNOWN	CDYL2	2	OTTHUMG00000177004.3	ENST00000563890.5	protein_coding	KNOWN	CDYL2-002	5	appris_alternative_2	OTTHUMT00000434729.1				ENSP00000455111.1		-0.268832790848737	1.48234418950126	-6.0985909393297	4.73173988349593e-09	1.60869159405305e-06	10.29647797743	0.234071302495368
ENST00000566173.3	HAVANA	transcript			ENSG00000166446.14	protein_coding	KNOWN	CDYL2	2	OTTHUMG00000177004.3	ENST00000566173.3	protein_coding	KNOWN	CDYL2-003	5	appris_alternative_2	OTTHUMT00000434730.1				ENSP00000456934.1		-0.268832790848737	1.48234418950126	-6.0985909393297	4.73173988349593e-09	1.60869159405305e-06	10.29647797743	0.0529290312077854
ENST00000391616.3	HAVANA	transcript			ENSG00000240356.6	transcribed_processed_pseudogene	KNOWN	RPL23AP7	2	OTTHUMG00000047825.2	ENST00000391616.3	processed_transcript	KNOWN	RPL23AP7-002	1	basic	OTTHUMT00000397216.1						0.936766225992072	-0.61096481379156	6.09732686579556	4.76385878013176e-09	1.61315080448178e-06	10.3250371842265	0.0631889455578334
ENST00000614860.1	HAVANA	transcript			ENSG00000132952.11	protein_coding	KNOWN	USPL1	2	OTTHUMG00000016675.3	ENST00000614860.1	protein_coding	KNOWN	USPL1-003	1	basic	OTTHUMT00000474590.1				ENSP00000480656.1		0.502559666079322	2.09589146197087	6.09676238834407	4.77827050232811e-09	1.61315080448178e-06	10.2286002933276	0.0992699378028066
ENST00000331849.8	HAVANA	transcript			ENSG00000183549.10	protein_coding	KNOWN	ACSM5	2	OTTHUMG00000131551.3	ENST00000331849.8	protein_coding	KNOWN	ACSM5-001	1	CCDS	OTTHUMT00000254413.1				ENSP00000327916.4	CCDS10585.1	-0.690969643886445	1.54194713069524	-6.09341627881763	4.86458143264151e-09	1.63323561351698e-06	10.2624551129047	0.0725704428973967
ENST00000344595.9	HAVANA	transcript			ENSG00000167720.12	protein_coding	KNOWN	SRR	2	OTTHUMG00000090583.9	ENST00000344595.9	protein_coding	KNOWN	SRR-001	1	CCDS	OTTHUMT00000207129.2				ENSP00000339435.5	CCDS11017.1	-0.280085442927925	2.51494706566406	-6.0931469870167	4.87159368532521e-09	1.63323561351698e-06	10.1635552449325	0.0492841812577688
ENST00000504293.5	HAVANA	transcript			ENSG00000186468.12	protein_coding	KNOWN	RPS23	2	OTTHUMG00000162557.2	ENST00000504293.5	retained_intron	KNOWN	RPS23-004	1		OTTHUMT00000369549.1						-0.201694763372079	6.20146500511455	-6.08380682134481	5.12103148386948e-09	1.71092067091188e-06	9.60234215860425	0.402997541261799
ENST00000448359.1	HAVANA	transcript			ENSG00000175772.10	lincRNA	KNOWN	LINC01106	1	OTTHUMG00000155034.3	ENST00000448359.1	lincRNA	KNOWN	LINC01106-002	1	exp_conf	OTTHUMT00000338355.2						0.844860442668595	2.65687497362735	6.07931198944467	5.24548736243988e-09	1.74645788549317e-06	10.0699847439508	0.0323413024781503
ENST00000469164.1	HAVANA	transcript			ENSG00000164398.12	protein_coding	KNOWN	ACSL6	2	OTTHUMG00000150692.5	ENST00000469164.1	retained_intron	KNOWN	ACSL6-021	2		OTTHUMT00000319633.1						0.515008767436629	-0.0077512963318293	6.07856975821313	5.26632178780111e-09	1.74736918865755e-06	10.2586695383938	0.109911654106463
ENST00000423137.1	HAVANA	transcript			ENSG00000198466.11	protein_coding	KNOWN	ZNF587	2	OTTHUMG00000154901.4	ENST00000423137.1	protein_coding	KNOWN	ZNF587-002	1	CCDS	OTTHUMT00000337595.1				ENSP00000393865.1	CCDS56110.1	0.684061036941922	2.51438017560728	6.07230521639596	5.44542687019556e-09	1.80060871926323e-06	10.0640437011423	0.0609239755238994
