clusterID	N	coord	gene	annotation	FDR	chr	Type	Tissue
clu_129133_+	3	chr19:10450652-10450832	PDE4A	cryptic	0.0439	chr19	DTU	Caudate
clu_68332_-	8	chr19:14765804-14772342	ADGRE2	cryptic	0.0439	chr19	DTU	Caudate
clu_20707_-	3	chr3:105776542-105853414	CBLB	cryptic	0.044	chr3	DTU	Caudate
clu_18889_-	3	chr3:9836293-9841983	RPUSD3	cryptic	0.0441	chr3	DTU	Caudate
clu_20322_-	4	chr3:64198967-64444483	PRICKLE2	cryptic	0.0441	chr3	DTU	Caudate
clu_45240_+	4	chr21:46287123-46296162	YBEY	cryptic	0.0442	chr21	DTU	Caudate
clu_1384_-	7	chrX:115844355-115888238	.	annotated	0.0442	chrX	DTU	Caudate
clu_84740_+	3	chr9:128424614-128428302	CERCAM	annotated	0.0443	chr9	DTU	Caudate
clu_90130_+	12	chr3:51538915-51590367	RAD54L2	cryptic	0.0444	chr3	DTU	Caudate
clu_83764_+	3	chr9:87639483-87639789	DAPK1	annotated	0.0444	chr9	DTU	Caudate
clu_154179_+	3	chr14:45155459-45164359	FANCM	cryptic	0.0445	chr14	DTU	Caudate
clu_154352_+	3	chr14:55673012-55675835	KTN1	annotated	0.0445	chr14	DTU	Caudate
clu_10406_-	2	chr15:31487566-31501690	OTUD7A	cryptic	0.0445	chr15	DTU	Caudate
clu_147071_+	4	chr2:66568756-66571246	MEIS1	cryptic	0.0445	chr2	DTU	Caudate
clu_80172_-	15	chr20:50902109-50930826	ADNP	cryptic	0.0445	chr20	DTU	Caudate
clu_120146_+	2	chr4:70789592-70793785	RUFY3	annotated	0.0445	chr4	DTU	Caudate
clu_162396_+	3	chr17:4532684-4533243	SPNS2	cryptic	0.0447	chr17	DTU	Caudate
clu_101815_+	10	chr13:39053328-39191603	RP11-50D16.4	cryptic	0.0448	chr13	DTU	Caudate
clu_124587_+	2	chr8:141185278-141188986	DENND3	cryptic	0.0449	chr8	DTU	Caudate
clu_24861_-	5	chr10:114300359-114301354	AFAP1L2	cryptic	0.0452	chr10	DTU	Caudate
clu_137928_-	2	chr1:182602481-182603229	RGS16	cryptic	0.0453	chr1	DTU	Caudate
clu_168835_-	3	chr7:139614412-139620401	HIPK2	cryptic	0.0453	chr7	DTU	Caudate
clu_31131_+	3	chr20:2862130-2862807	VPS16	cryptic	0.0454	chr20	DTU	Caudate
clu_156853_+	4	chr11:24738302-24905991	LUZP2	cryptic	0.0455	chr11	DTU	Caudate
clu_162667_+	6	chr17:7559297-7560049	TNFSF13	cryptic	0.0455	chr17	DTU	Caudate
clu_61051_+	2	chr1:112700310-112700416	MOV10	cryptic	0.0456	chr1	DTU	Caudate
clu_62393_+	3	chr1:156236483-156242553	PMF1-BGLAP	annotated	0.0456	chr1	DTU	Caudate
clu_151242_-	5	chr6:30021761-30058115	ZNRD1ASP	cryptic	0.0456	chr6	DTU	Caudate
clu_1189_-	5	chrX:101346660-101348593	TIMM8A	cryptic	0.0456	chrX	DTU	Caudate
clu_41814_?	6	chr2:95891860-95905441	ANKRD36C	cryptic	0.0457	chr2	DTU	Caudate
clu_165105_+	2	chr17:67945896-67947726	BPTF	annotated	0.0458	chr17	DTU	Caudate
clu_64249_+	2	chr1:230683635-230685085	COG2	annotated	0.0459	chr1	DTU	Caudate
clu_146547_+	3	chr2:42256630-42263178	EML4	annotated	0.0459	chr2	DTU	Caudate
clu_144536_?	10	chr20:3340639-3374048	C20orf194	cryptic	0.0459	chr20	DTU	Caudate
clu_158195_+	2	chr11:67608478-67608560	NDUFV1	annotated	0.046	chr11	DTU	Caudate
clu_95383_-	3	chr17:21647729-21664497	.	annotated	0.046	chr17	DTU	Caudate
clu_21499_-	3	chr3:142172456-142177482	GK5	annotated	0.046	chr3	DTU	Caudate
clu_185714_+	12	chr7:65170361-65674385	INTS4P1	cryptic	0.046	chr7	DTU	Caudate
clu_93540_?	2	chr14:74407989-74409328	SYNDIG1L	cryptic	0.0462	chr14	DTU	Caudate
clu_173957_+	5	chr16:19051816-19061778	TMC7	cryptic	0.0462	chr16	DTU	Caudate
clu_163772_+	3	chr17:38707540-38709173	MLLT6	cryptic	0.0462	chr17	DTU	Caudate
clu_149599_+	7	chr2:203239134-203251967	CYP20A1	cryptic	0.0462	chr2	DTU	Caudate
clu_116419_+	5	chr6:29944397-29945063	HLA-A	annotated	0.0462	chr6	DTU	Caudate
clu_166991_-	2	chr7:47369621-47396800	TNS3	cryptic	0.0462	chr7	DTU	Caudate
clu_35056_-	2	chr16:70855275-70857775	HYDIN	cryptic	0.0463	chr16	DTU	Caudate
clu_5389_-	2	chr11:46869132-46871525	LRP4	cryptic	0.0465	chr11	DTU	Caudate
clu_92293_+	3	chr3:196728136-196730992	PIGX	annotated	0.0465	chr3	DTU	Caudate
clu_133020_-	3	chr1:1217688-1218458	SDF4	cryptic	0.0467	chr1	DTU	Caudate
clu_62102_+	4	chr1:152335439-152338056	FLG-AS1	cryptic	0.0467	chr1	DTU	Caudate
clu_22103_-	3	chr3:186211885-186242504	DGKG	cryptic	0.0467	chr3	DTU	Caudate
clu_169914_-	7	chr4:9224619-9243603	.	annotated	0.0467	chr4	DTU	Caudate
clu_11236_-	4	chr15:56103670-56142778	RFX7	cryptic	0.0468	chr15	DTU	Caudate
clu_123672_+	3	chr8:61458542-61499455	CLVS1	cryptic	0.0468	chr8	DTU	Caudate
clu_187737_+	4	chr7:149875645-149879335	ATP6V0E2	annotated	0.0471	chr7	DTU	Caudate
clu_140323_+	2	chr10:70530068-70531342	PALD1	cryptic	0.0472	chr10	DTU	Caudate
clu_67135_-	2	chr19:3009577-3011022	TLE2	cryptic	0.0473	chr19	DTU	Caudate
clu_70909_+	3	chr22:17045000-17047324	CECR7	cryptic	0.0473	chr22	DTU	Caudate
clu_27665_-	8	chr5:160094065-160118805	PWWP2A	cryptic	0.0473	chr5	DTU	Caudate
clu_157787_+	3	chr11:65294652-65295540	POLA2	cryptic	0.0474	chr11	DTU	Caudate
clu_71405_+	3	chr22:25695214-25703510	GRK3	annotated	0.0474	chr22	DTU	Caudate
clu_171061_-	3	chr4:101026061-101032267	PPP3CA	annotated	0.0474	chr4	DTU	Caudate
clu_163118_+	15	chr17:18701445-18793502	TRIM16L	cryptic	0.0475	chr17	DTU	Caudate
clu_21336_-	3	chr3:132694965-132697260	NPHP3	annotated	0.0475	chr3	DTU	Caudate
clu_33505_-	5	chr16:10929559-10941569	DEXI	cryptic	0.0476	chr16	DTU	Caudate
clu_124246_+	3	chr8:103501062-103697086	RIMS2	cryptic	0.0476	chr8	DTU	Caudate
clu_84630_+	3	chr9:127461257-127462252	LRSAM1	cryptic	0.0476	chr9	DTU	Caudate
clu_137132_-	2	chr1:154170711-154172029	TPM3	annotated	0.0477	chr1	DTU	Caudate
clu_157994_+	3	chr11:66266490-66267174	KLC2	cryptic	0.0478	chr11	DTU	Caudate
clu_138068_-	3	chr1:197715074-197772868	DENND1B	annotated	0.0481	chr1	DTU	Caudate
clu_7570_-	3	chr11:126562912-127000455	KIRREL3	cryptic	0.0481	chr11	DTU	Caudate
clu_171713_-	4	chr4:164976820-164977531	TRIM61	cryptic	0.0482	chr4	DTU	Caudate
clu_46243_-	6	chr9:62869300-62897529	RP11-262H14.3	cryptic	0.0482	chr9	DTU	Caudate
clu_140946_+	13	chr10:95950105-95961829	CC2D2B	cryptic	0.0485	chr10	DTU	Caudate
clu_125168_-	14	chr12:7406593-7433374	CD163L1	cryptic	0.0485	chr12	DTU	Caudate
clu_95822_-	3	chr17:38209116-38219046	CH17-431G21.1	cryptic	0.0485	chr17	DTU	Caudate
clu_56319_-	12	chr2:177311328-177334393	AC074286.1	cryptic	0.0485	chr2	DTU	Caudate
clu_186872_+	7	chr7:102376322-102399548	PRKRIP1	cryptic	0.0486	chr7	DTU	Caudate
clu_149575_+	3	chr2:203113318-203122254	NBEAL1	cryptic	0.049	chr2	DTU	Caudate
clu_7415_-	5	chr11:120800902-120815332	.	annotated	0.0492	chr11	DTU	Caudate
clu_127434_-	4	chr12:111660675-111672661	BRAP	cryptic	0.0492	chr12	DTU	Caudate
clu_53967_-	3	chr2:53700528-53714384	ASB3	cryptic	0.0492	chr2	DTU	Caudate
clu_184889_+	6	chr7:7234539-7238255	C1GALT1	cryptic	0.0492	chr7	DTU	Caudate
clu_170515_-	3	chr4:65332128-65348054	EPHA5	cryptic	0.0493	chr4	DTU	Caudate
clu_151968_-	14	chr6:57926510-57959028	LINC00680	cryptic	0.0493	chr6	DTU	Caudate
clu_80370_-	4	chr20:62139197-62139781	PSMA7	cryptic	0.0494	chr20	DTU	Caudate
clu_170471_-	4	chr4:55482828-55489374	CLOCK	cryptic	0.0494	chr4	DTU	Caudate
clu_112841_?	3	chr1:84202805-84214153	PRKACB	annotated	0.0496	chr1	DTU	Caudate
clu_84637_+	2	chr9:127612047-127651603	STXBP1	annotated	0.0496	chr9	DTU	Caudate
clu_137174_-	2	chr1:154588661-154589369	ADAR	cryptic	0.0497	chr1	DTU	Caudate
clu_61243_+	3	chr1:120832009-120838767	.	annotated	0.0497	chr1	DTU	Caudate
clu_141638_+	5	chr10:122427031-122429624	PLEKHA1	cryptic	0.0497	chr10	DTU	Caudate
clu_6395_-	9	chr11:72035975-72069842	NUMA1	cryptic	0.0497	chr11	DTU	Caudate
clu_48684_+	4	chr12:7056197-7061839	C1S	annotated	0.0497	chr12	DTU	Caudate
clu_163282_+	3	chr17:27611629-27617295	KSR1	cryptic	0.0497	chr17	DTU	Caudate
clu_71960_+	13	chr22:38083188-38087465	.	annotated	0.0497	chr22	DTU	Caudate
clu_19986_-	2	chr3:51937586-51937669	RRP9	cryptic	0.0497	chr3	DTU	Caudate
clu_26787_-	5	chr5:110606287-110625267	TMEM232	cryptic	0.0497	chr5	DTU	Caudate
clu_76550_+	3	chr5:70901933-70916941	SERF1A	annotated	0.0497	chr5	DTU	Caudate
clu_118385_+	4	chr6:144291907-144403123	UTRN	cryptic	0.0497	chr6	DTU	Caudate
clu_185702_+	6	chr7:64947857-64949176	.	annotated	0.0497	chr7	DTU	Caudate
clu_83234_+	5	chr9:37651094-37707416	FRMPD1	cryptic	0.0497	chr9	DTU	Caudate
clu_48633_+	3	chr12:7138067-7141242	CLSTN3	annotated	0.0498	chr12	DTU	Caudate
clu_87886_-	6	chr13:37044181-37047535	SUPT20H	annotated	0.0498	chr13	DTU	Caudate
clu_33400_-	2	chr16:4701134-4701434	ANKS3	cryptic	0.0498	chr16	DTU	Caudate
clu_148984_+	2	chr2:168456618-168547596	CERS6	cryptic	0.0498	chr2	DTU	Caudate
clu_178950_?	4	chr6:3154923-3226159	TUBB2B	cryptic	0.0498	chr6	DTU	Caudate
clu_15424_-	10	chr8:101719648-101915809	NCALD	cryptic	5.9e-107	chr8	DTU	DLPFC
clu_107876_+	14	chr6:26365217-26443957	BTN3A3	cryptic	1.72e-77	chr6	DTU	DLPFC
clu_133646_+	4	chr15:25240212-25242072	SNHG14	cryptic	1.96e-77	chr15	DTU	DLPFC
clu_86769_+	7	chr3:129488397-129499902	IFT122	cryptic	1.2000000000000001e-74	chr3	DTU	DLPFC
clu_98593_?	12	chr12:124911899-124913724	UBC	cryptic	1.37e-74	chr12	DTU	DLPFC
clu_156833_+	23	chr17:55774859-55965579	PCTP	cryptic	1.37e-68	chr17	DTU	DLPFC
clu_124477_-	5	chr1:1668472-1675463	SLC35E2B	cryptic	6.989999999999999e-68	chr1	DTU	DLPFC
clu_150078_+	8	chr11:62856381-62881019	SLC3A2	annotated	1.31e-67	chr11	DTU	DLPFC
clu_89732_-	5	chr17:3679784-3688012	P2RX5	cryptic	2.46e-64	chr17	DTU	DLPFC
clu_68338_+	15	chr22:45323427-45330603	FAM118A	cryptic	5.16e-62	chr22	DTU	DLPFC
clu_76754_-	14	chr14:24440926-24442346	SDR39U1	cryptic	5.63e-56	chr14	DTU	DLPFC
clu_61819_+	27	chrX:65075912-65488646	ZC3H12B	cryptic	7.18e-55	chrX	DTU	DLPFC
clu_178089_+	5	chr7:140696842-140702866	NDUFB2	cryptic	1.5699999999999998e-52	chr7	DTU	DLPFC
clu_60118_+	9	chr1:213051509-213104454	RPS6KC1	cryptic	4.29e-49	chr1	DTU	DLPFC
clu_119592_-	11	chr12:124911899-124913724	UBC	cryptic	2.3999999999999997e-46	chr12	DTU	DLPFC
clu_85040_+	11	chr3:39467740-39513383	MOBP	cryptic	8.679999999999999e-42	chr3	DTU	DLPFC
clu_47817_+	21	chr12:127915682-127958618	LINC00507	cryptic	8.61e-41	chr12	DTU	DLPFC
clu_133672_+	10	chr15:25252333-25266431	SNHG14	cryptic	4.5e-40	chr15	DTU	DLPFC
clu_95899_-	7	chr18:36780188-36798449	TPGS2	annotated	5.99e-40	chr18	DTU	DLPFC
clu_130639_-	42	chr1:248400044-248745142	LYPD8	cryptic	2.62e-37	chr1	DTU	DLPFC
clu_133640_+	3	chr15:25187905-25189741	SNHG14	cryptic	5.55e-37	chr15	DTU	DLPFC
clu_76575_-	3	chr14:22905453-22906195	RBM23	annotated	5.01e-35	chr14	DTU	DLPFC
clu_148370_?	13	chr8:101719648-101915809	NCALD	cryptic	6.33e-34	chr8	DTU	DLPFC
clu_138909_+	3	chr2:97198491-97200334	ANKRD36	cryptic	6.569999999999999e-34	chr2	DTU	DLPFC
clu_25878_-	4	chr5:131162676-131165095	HINT1	cryptic	3.07e-31	chr5	DTU	DLPFC
clu_119593_-	27	chr12:124911952-124913549	UBC	cryptic	3.8900000000000003e-31	chr12	DTU	DLPFC
clu_5044_-	6	chr11:45533125-45542444	RP11-958J22.1	cryptic	4.39e-31	chr11	DTU	DLPFC
clu_92269_-	3	chr17:64805100-64821767	PLEKHM1P1	annotated	5.350000000000001e-31	chr17	DTU	DLPFC
clu_161115_-	13	chr7:144623261-144682909	TPK1	cryptic	6.1e-31	chr7	DTU	DLPFC
clu_158756_-	16	chr7:30568989-30585330	AC005154.6	cryptic	1.06e-30	chr7	DTU	DLPFC
clu_130646_-	5	chr1:248745279-248748289	LYPD8	cryptic	4.46e-30	chr1	DTU	DLPFC
clu_36214_+	25	chr13:45378671-45392090	TPT1-AS1	cryptic	1.59e-29	chr13	DTU	DLPFC
clu_133756_+	3	chr15:29106819-29108270	APBA2	cryptic	1.9700000000000002e-29	chr15	DTU	DLPFC
clu_133437_+	4	chr15:25099278-25103859	SNHG14	cryptic	3.47e-29	chr15	DTU	DLPFC
clu_43023_-	5	chr9:96918826-96949555	MFSD14C	cryptic	3.5400000000000003e-29	chr9	DTU	DLPFC
clu_18097_-	8	chr3:41912899-41919717	ULK4	cryptic	7.38e-29	chr3	DTU	DLPFC
clu_107476_+	13	chr6:3228959-3302858	PSMG4	cryptic	3.45e-28	chr6	DTU	DLPFC
clu_138911_+	5	chr2:97204096-97209681	ANKRD36	cryptic	6.39e-28	chr2	DTU	DLPFC
clu_51248_-	3	chr2:97558994-97560832	ANKRD36B	cryptic	6.71e-27	chr2	DTU	DLPFC
clu_134215_+	4	chr15:43330718-43333311	ADAL	cryptic	1.04e-26	chr15	DTU	DLPFC
clu_131270_+	6	chr10:32462703-32472481	CCDC7	cryptic	4.21e-26	chr10	DTU	DLPFC
clu_78310_-	32	chr14:104942469-104953339	.	annotated	4.57e-26	chr14	DTU	DLPFC
clu_61615_+	6	chrX:48890697-48898492	PQBP1	cryptic	3.44e-25	chrX	DTU	DLPFC
clu_90467_-	12	chr17:18519674-18533347	CTD-2303H24.2	cryptic	4.57e-25	chr17	DTU	DLPFC
clu_91026_-	6	chr17:38153349-38256898	CH17-431G21.1	cryptic	4.98e-25	chr17	DTU	DLPFC
clu_19207_-	13	chr3:75426599-75432808	FAM86DP	cryptic	5.099999999999999e-25	chr3	DTU	DLPFC
clu_119496_-	7	chr12:123223127-123230261	MPHOSPH9	cryptic	6.37e-25	chr12	DTU	DLPFC
clu_57400_+	16	chr1:121717237-121879513	.	annotated	7.39e-25	chr1	DTU	DLPFC
clu_124483_-	4	chr1:1734835-1738321	SLC35E2	cryptic	1.37e-24	chr1	DTU	DLPFC
clu_76685_-	37	chr14:23902712-24114722	DHRS4-AS1	cryptic	2.61e-24	chr14	DTU	DLPFC
clu_111500_+	5	chr4:51843267-51863437	DCUN1D4	annotated	2.7999999999999998e-24	chr4	DTU	DLPFC
clu_58089_+	8	chr1:148868622-148937747	PDE4DIP	cryptic	4.7199999999999996e-23	chr1	DTU	DLPFC
clu_152033_+	16	chr11:125164776-125397874	PKNOX2	annotated	1.22e-22	chr11	DTU	DLPFC
clu_78244_-	6	chr14:103913984-103921470	C14orf2	annotated	3.41e-22	chr14	DTU	DLPFC
clu_62231_+	4	chrX:103310981-103330984	TCEAL7	cryptic	6.0400000000000005e-22	chrX	DTU	DLPFC
clu_26765_-	3	chr5:176629663-176630280	SNCB	cryptic	6.97e-22	chr5	DTU	DLPFC
clu_72791_+	3	chr5:80434217-80436756	ZFYVE16	annotated	7.08e-22	chr5	DTU	DLPFC
clu_57338_+	10	chr1:120823360-120840350	NBPF26	cryptic	8.62e-22	chr1	DTU	DLPFC
clu_49144_-	8	chr2:9406113-9406562	.	annotated	1.6e-21	chr2	DTU	DLPFC
clu_4801_-	5	chr11:34890552-34916228	APIP	cryptic	4.8100000000000005e-21	chr11	DTU	DLPFC
clu_15152_-	10	chr8:79919148-80030054	MRPS28	cryptic	4.9e-21	chr8	DTU	DLPFC
clu_116796_-	12	chr12:11047188-11171422	PRR4	cryptic	5.2500000000000005e-21	chr12	DTU	DLPFC
clu_95732_-	12	chr18:23377671-23437781	TMEM241	cryptic	6.2500000000000006e-21	chr18	DTU	DLPFC
clu_73009_+	3	chr5:96740118-96741266	CAST	annotated	8.120000000000001e-21	chr5	DTU	DLPFC
clu_74731_+	7	chr5:181317395-181333743	AC138035.2	cryptic	8.120000000000001e-21	chr5	DTU	DLPFC
clu_66410_-	9	chr19:50979924-50983851	KLK7	cryptic	1.06e-20	chr19	DTU	DLPFC
clu_137776_+	18	chr2:39518710-39665087	AC007246.3	cryptic	3e-20	chr2	DTU	DLPFC
clu_60999_+	7	chrX:10067490-10090771	WWC3	cryptic	3.28e-20	chrX	DTU	DLPFC
clu_22160_-	7	chr10:47542306-47544389	BMS1P2	cryptic	1.08e-19	chr10	DTU	DLPFC
clu_20595_-	12	chr3:177925040-177959745	RP11-2L8.2	cryptic	7.16e-19	chr3	DTU	DLPFC
clu_87556_+	11	chr3:183635747-183650296	KLHL24	cryptic	7.16e-19	chr3	DTU	DLPFC
clu_85957_+	6	chr3:64685338-64799465	ADAMTS9-AS2	cryptic	1.23e-18	chr3	DTU	DLPFC
clu_63940_-	18	chr19:9653878-9675015	ZNF562	cryptic	1.31e-18	chr19	DTU	DLPFC
clu_44399_+	8	chr12:900670-907847	WNK1	cryptic	1.45e-18	chr12	DTU	DLPFC
clu_109321_+	17	chr6:87322632-87375480	SMIM8	cryptic	1.45e-18	chr6	DTU	DLPFC
clu_1272_-	9	chrX:103530833-103537907	.	annotated	1.76e-18	chrX	DTU	DLPFC
clu_138908_+	3	chr2:97196788-97204068	ANKRD36	cryptic	1.8e-18	chr2	DTU	DLPFC
clu_127848_-	33	chr1:121940764-122194816	.	annotated	3.58e-18	chr1	DTU	DLPFC
clu_17111_+	11	chr18:54718139-54877567	RAB27B	cryptic	4.6e-18	chr18	DTU	DLPFC
clu_67662_+	6	chr22:31944820-31956139	YWHAH	annotated	8.02e-18	chr22	DTU	DLPFC
clu_49142_-	40	chr2:9406046-9406551	.	annotated	9.6e-18	chr2	DTU	DLPFC
clu_22059_-	13	chr10:42523738-42551577	ZNF37BP	cryptic	1.26e-17	chr10	DTU	DLPFC
clu_31453_-	8	chr16:1962606-1964449	RPS2	cryptic	3.83e-17	chr16	DTU	DLPFC
clu_90070_-	3	chr17:7626793-7627143	SAT2	annotated	6.3e-17	chr17	DTU	DLPFC
clu_161138_-	9	chr7:149074538-149090623	ZNF786	cryptic	1.03e-16	chr7	DTU	DLPFC
clu_21142_-	5	chr3:197624187-197627780	AC024560.3	annotated	1.27e-16	chr3	DTU	DLPFC
clu_49208_-	40	chr2:11124785-11132273	AC062028.1	cryptic	2.5e-16	chr2	DTU	DLPFC
clu_15203_-	7	chr8:85217502-85220306	C8orf59	cryptic	2.6e-16	chr8	DTU	DLPFC
clu_57340_+	7	chr1:120824146-120836517	NBPF26	cryptic	3.75e-16	chr1	DTU	DLPFC
clu_7285_-	6	chr11:130879711-130903255	SNX19	cryptic	4.97e-16	chr11	DTU	DLPFC
clu_178128_+	11	chr7:142792080-142802503	TRBC2	cryptic	5.24e-16	chr7	DTU	DLPFC
clu_91643_-	11	chr17:46094701-46223671	KANSL1	cryptic	8.13e-16	chr17	DTU	DLPFC
clu_38497_?	12	chr2:97204096-97211546	ANKRD36	cryptic	8.13e-16	chr2	DTU	DLPFC
clu_29894_+	8	chr20:21132159-21161871	KIZ	cryptic	1.58e-15	chr20	DTU	DLPFC
clu_61190_+	3	chrX:19344094-19349312	PDHA1	annotated	2.68e-15	chrX	DTU	DLPFC
clu_123895_+	3	chr19:54200888-54201160	RPS9	annotated	2.95e-15	chr19	DTU	DLPFC
clu_92546_-	3	chr17:75042277-75046925	ATP5H	cryptic	3.32e-15	chr17	DTU	DLPFC
clu_22164_-	4	chr10:48051778-48052504	BMS1P7	cryptic	4.13e-15	chr10	DTU	DLPFC
clu_54419_+	7	chr1:11980484-11989165	MFN2	cryptic	9.88e-15	chr1	DTU	DLPFC
clu_33553_-	20	chr16:80976179-81006734	CMC2	cryptic	9.88e-15	chr16	DTU	DLPFC
clu_9534_-	7	chr15:27986643-28014776	OCA2	cryptic	1.91e-14	chr15	DTU	DLPFC
clu_134543_+	3	chr15:50482065-50489801	USP8	annotated	2.48e-14	chr15	DTU	DLPFC
clu_52839_-	4	chr2:199667469-199846075	FTCDNL1	cryptic	2.72e-14	chr2	DTU	DLPFC
clu_4754_-	30	chr11:31433570-31509577	IMMP1L	cryptic	3.67e-14	chr11	DTU	DLPFC
clu_92272_-	8	chr17:64822393-64829161	PLEKHM1P1	cryptic	3.67e-14	chr17	DTU	DLPFC
clu_93121_-	6	chr17:82037013-82037631	DCXR	cryptic	4e-14	chr17	DTU	DLPFC
clu_10378_-	11	chr15:55389433-55439472	CCPG1	cryptic	5.23e-14	chr15	DTU	DLPFC
clu_162254_-	11	chr4:36012831-36045979	ARAP2	cryptic	5.25e-14	chr4	DTU	DLPFC
clu_112040_+	3	chr4:98293515-98343139	RAP1GDS1	annotated	5.56e-14	chr4	DTU	DLPFC
clu_10942_-	2	chr15:74837435-74837757	ULK3	annotated	7.35e-14	chr15	DTU	DLPFC
clu_163776_-	12	chr4:163700863-164111588	MARCH1	cryptic	7.87e-14	chr4	DTU	DLPFC
clu_112276_+	7	chr4:118278792-118279624	SNHG8	cryptic	7.95e-14	chr4	DTU	DLPFC
clu_177412_+	23	chr7:102493451-102689279	.	annotated	7.97e-14	chr7	DTU	DLPFC
clu_41380_+	24	chr21:44409522-44411000	.	annotated	1.16e-13	chr21	DTU	DLPFC
clu_125796_-	3	chr1:31688971-31689741	COL16A1	cryptic	1.42e-13	chr1	DTU	DLPFC
clu_133644_+	3	chr15:25227049-25228780	SNHG14	cryptic	2.13e-13	chr15	DTU	DLPFC
clu_78104_-	11	chr14:100361921-100376260	WARS	annotated	2.75e-13	chr14	DTU	DLPFC
clu_42875_-	4	chr9:92068098-92080016	SPTLC1	cryptic	2.95e-13	chr9	DTU	DLPFC
clu_23992_-	4	chr5:748559-751141	ZDHHC11B	cryptic	3.73e-13	chr5	DTU	DLPFC
clu_75742_-	4	chr20:38431112-38435197	SNHG17	annotated	4.01e-13	chr20	DTU	DLPFC
clu_67206_+	13	chr22:22304114-22309736	LL22NC03-80A10.6	cryptic	4.01e-13	chr22	DTU	DLPFC
clu_109533_+	5	chr6:108876350-108899694	ARMC2	cryptic	4.37e-13	chr6	DTU	DLPFC
clu_119591_-	22	chr12:124911822-124913419	.	annotated	4.71e-13	chr12	DTU	DLPFC
clu_75487_-	10	chr20:35272145-35279566	MMP24-AS1	cryptic	4.85e-13	chr20	DTU	DLPFC
clu_160411_-	7	chr7:103103554-103128483	NAPEPLD	cryptic	8.26e-13	chr7	DTU	DLPFC
clu_24165_-	14	chr5:1576309-1589247	SDHAP3	cryptic	1.23e-12	chr5	DTU	DLPFC
clu_25706_-	9	chr5:110332925-110568447	TMEM232	cryptic	1.44e-12	chr5	DTU	DLPFC
clu_3630_-	4	chr22:41586193-41589719	PMM1	cryptic	1.49e-12	chr22	DTU	DLPFC
clu_130268_-	10	chr1:232515608-232630430	SIPA1L2	cryptic	1.67e-12	chr1	DTU	DLPFC
clu_44898_+	25	chr12:9448878-9606410	RP11-726G1.1	cryptic	1.75e-12	chr12	DTU	DLPFC
clu_15136_-	8	chr8:76858185-76999990	PEX2	cryptic	1.81e-12	chr8	DTU	DLPFC
clu_128104_-	12	chr1:145291769-145336814	NBPF20	cryptic	2.11e-12	chr1	DTU	DLPFC
clu_24524_-	4	chr5:33998782-34005756	AMACR	annotated	2.37e-12	chr5	DTU	DLPFC
clu_129121_-	6	chr1:169310080-169367708	NME7	annotated	2.48e-12	chr1	DTU	DLPFC
clu_47646_+	5	chr12:122981266-122981656	ARL6IP4	annotated	2.48e-12	chr12	DTU	DLPFC
clu_72333_+	12	chr5:69369933-69374628	RAD17	cryptic	2.58e-12	chr5	DTU	DLPFC
clu_159059_-	22	chr7:45083435-45084396	.	annotated	2.66e-12	chr7	DTU	DLPFC
clu_157475_+	11	chr17:75226157-75231340	NUP85	cryptic	2.82e-12	chr17	DTU	DLPFC
clu_57039_+	6	chr1:109659110-109674747	GSTM4	annotated	4.36e-12	chr1	DTU	DLPFC
clu_161712_-	15	chr4:2174751-2198524	POLN	cryptic	4.55e-12	chr4	DTU	DLPFC
clu_89735_-	4	chr17:3690680-3691644	P2RX5	cryptic	5.41e-12	chr17	DTU	DLPFC
clu_85178_+	28	chr3:43994766-44172332	.	annotated	6.65e-12	chr3	DTU	DLPFC
clu_167035_+	3	chr16:58509352-58511422	NDRG4	annotated	6.81e-12	chr16	DTU	DLPFC
clu_52870_-	6	chr2:200877037-200881421	PPIL3	cryptic	6.81e-12	chr2	DTU	DLPFC
clu_3114_-	9	chr22:30664080-30667824	DUSP18	cryptic	6.81e-12	chr22	DTU	DLPFC
clu_67489_+	5	chr22:29215630-29231020	EMID1	cryptic	8.78e-12	chr22	DTU	DLPFC
clu_54743_+	4	chr1:21473585-21478144	NBPF3	cryptic	1.09e-11	chr1	DTU	DLPFC
clu_92365_-	3	chr17:69175513-69182153	ABCA10	annotated	1.09e-11	chr17	DTU	DLPFC
clu_166067_+	17	chr16:22533836-22536015	.	annotated	1.13e-11	chr16	DTU	DLPFC
clu_11464_-	13	chr15:95150598-95256674	LINC01197	cryptic	1.27e-11	chr15	DTU	DLPFC
clu_161927_-	10	chr4:9224246-9247975	.	annotated	1.27e-11	chr4	DTU	DLPFC
clu_19927_-	6	chr3:129171508-129183776	CNBP	cryptic	1.59e-11	chr3	DTU	DLPFC
clu_138910_+	3	chr2:97200525-97207811	ANKRD36	cryptic	1.62e-11	chr2	DTU	DLPFC
clu_75298_-	10	chr20:28559671-28586299	FRG1CP	cryptic	1.71e-11	chr20	DTU	DLPFC
clu_133647_+	3	chr15:25247716-25250681	SNHG14	cryptic	1.82e-11	chr15	DTU	DLPFC
clu_53839_+	10	chr1:1060393-1065949	RP11-465B22.3	cryptic	2.47e-11	chr1	DTU	DLPFC
clu_137291_+	3	chr2:24164335-24169356	FAM228B	annotated	2.47e-11	chr2	DTU	DLPFC
clu_133619_+	10	chr15:25064855-25072725	SNHG14	cryptic	2.61e-11	chr15	DTU	DLPFC
