"","module"
"ENSG00000242103.1","turquoise"
"ENSG00000051341.13","turquoise"
"ENSG00000180353.10","brown"
"ENSG00000173230.15","yellow"
"ENSG00000173226.16","turquoise"
"ENSG00000145088.8","blue"
"ENSG00000163406.10","turquoise"
"ENSG00000114013.15","grey60"
"ENSG00000160124.9","turquoise"
"ENSG00000114023.15","darkred"
"ENSG00000196981.3","salmon"
"ENSG00000272758.5","blue"
"ENSG00000114030.12","yellow"
"ENSG00000138496.16","tan"
"ENSG00000163840.9","tan"
"ENSG00000173193.13","tan"
"ENSG00000169087.10","green"
"ENSG00000138463.8","darkolivegreen"
"ENSG00000273033.2","darkolivegreen"
"ENSG00000082684.14","midnightblue"
"ENSG00000065485.18","purple"
"ENSG00000121542.11","green"
"ENSG00000273454.1","blue"
"ENSG00000173175.14","magenta"
"ENSG00000272678.1","blue"
"ENSG00000206527.9","red"
"ENSG00000239523.5","blue"
"ENSG00000065534.18","tan"
"ENSG00000250174.5","grey"
"ENSG00000175455.14","turquoise"
"ENSG00000160145.15","turquoise"
"ENSG00000266383.1","yellow"
"ENSG00000276656.1","turquoise"
"ENSG00000252751.1","red"
"ENSG00000114491.13","blue"
"ENSG00000082781.11","greenyellow"
"ENSG00000280042.1","greenyellow"
"ENSG00000243986.2","grey"
"ENSG00000173706.12","turquoise"
"ENSG00000221955.10","magenta"
"ENSG00000163848.19","red"
"ENSG00000243508.1","turquoise"
"ENSG00000114520.10","yellow"
"ENSG00000144909.7","red"
"ENSG00000272840.1","pink"
"ENSG00000242229.1","pink"
"ENSG00000241288.7","pink"
"ENSG00000241278.1","black"
"ENSG00000248787.1","blue"
"ENSG00000171084.15","grey"
"ENSG00000189366.9","grey"
"ENSG00000114547.9","grey"
"ENSG00000114544.16","brown"
"ENSG00000250012.1","magenta"
"ENSG00000144908.13","tan"
"ENSG00000250934.1","magenta"
"ENSG00000163884.3","darkolivegreen"
"ENSG00000163885.11","blue"
"ENSG00000279328.1","blue"
"ENSG00000070476.14","midnightblue"
"ENSG00000159650.8","turquoise"
"ENSG00000180767.9","turquoise"
"ENSG00000197763.13","turquoise"
"ENSG00000159685.10","turquoise"
"ENSG00000280053.1","paleturquoise"
"ENSG00000114554.11","purple"
"ENSG00000282860.1","purple"
"ENSG00000163870.14","pink"
"ENSG00000073111.13","brown"
"ENSG00000114631.10","midnightblue"
"ENSG00000114626.17","blue"
"ENSG00000074416.13","orange"
"ENSG00000187715.13","salmon"
"ENSG00000058262.9","skyblue"
"ENSG00000175792.11","blue"
"ENSG00000132394.10","cyan"
"ENSG00000198685.3","black"
"ENSG00000163902.11","darkorange"
"ENSG00000242551.2","grey"
"ENSG00000075785.12","cyan"
"ENSG00000244232.3","green"
"ENSG00000261159.1","pink"
"ENSG00000231305.3","blue"
"ENSG00000177646.18","brown"
"ENSG00000114656.10","turquoise"
"ENSG00000187695.7","turquoise"
"ENSG00000279507.1","turquoise"
"ENSG00000114654.7","turquoise"
"ENSG00000172780.16","pink"
"ENSG00000240682.9","pink"
"ENSG00000273437.1","darkorange"
"ENSG00000169714.16","yellow"
"ENSG00000181789.14","lightcyan"
"ENSG00000183624.13","magenta"
"ENSG00000184897.5","yellow"
"ENSG00000206417.8","turquoise"
"ENSG00000251474.6","blue"
"ENSG00000207088.1","turquoise"
"ENSG00000172771.11","blue"
"ENSG00000129071.9","lightyellow"
"ENSG00000163913.11","pink"
"ENSG00000004399.12","brown"
"ENSG00000172765.16","turquoise"
"ENSG00000203644.3","yellow"
"ENSG00000271270.5","blue"
"ENSG00000251287.8","blue"
"ENSG00000253540.5","skyblue"
"ENSG00000249846.6","grey"
"ENSG00000228252.8","red"
"ENSG00000196455.7","turquoise"
"ENSG00000017260.19","turquoise"
"ENSG00000034533.11","turquoise"
"ENSG00000114670.13","turquoise"
"ENSG00000250608.1","blue"
"ENSG00000246082.2","magenta"
"ENSG00000198585.11","turquoise"
"ENSG00000261167.1","green"
"ENSG00000114686.8","turquoise"
"ENSG00000249020.1","grey"
"ENSG00000196353.11","turquoise"
"ENSG00000138246.15","turquoise"
"ENSG00000240303.7","turquoise"
"ENSG00000274810.3","blue"
"ENSG00000081307.12","red"
"ENSG00000113971.18","brown"
"ENSG00000248724.6","brown"
"ENSG00000144868.13","brown"
"ENSG00000272832.1","blue"
"ENSG00000091527.15","turquoise"
"ENSG00000163781.12","yellow"
"ENSG00000242337.5","blue"
"ENSG00000091513.14","grey"
"ENSG00000244062.1","turquoise"
"ENSG00000144867.11","blue"
"ENSG00000154917.10","cyan"
"ENSG00000174640.12","brown"
"ENSG00000163785.12","yellow"
"ENSG00000114019.14","brown"
"ENSG00000129055.12","yellow"
"ENSG00000182923.16","turquoise"
"ENSG00000154928.16","grey"
"ENSG00000174611.11","turquoise"
"ENSG00000240086.5","brown"
"ENSG00000073711.10","green"
"ENSG00000273455.1","brown"
"ENSG00000174579.3","yellow"
"ENSG00000114054.13","brown"
"ENSG00000118007.12","turquoise"
"ENSG00000240695.1","blue"
"ENSG00000168917.8","brown"
"ENSG00000273486.1","turquoise"
"ENSG00000239213.5","turquoise"
"ENSG00000158092.6","green"
"ENSG00000174564.12","red"
"ENSG00000158163.14","blue"
"ENSG00000138231.12","salmon"
"ENSG00000114098.17","green"
"ENSG00000181322.13","blue"
"ENSG00000158186.12","turquoise"
"ENSG00000158220.13","blue"
"ENSG00000280399.1","greenyellow"
"ENSG00000114107.8","brown"
"ENSG00000158234.12","turquoise"
"ENSG00000174715.7","brown"
"ENSG00000051382.8","royalblue"
"ENSG00000175110.11","green"
"ENSG00000184432.9","red"
"ENSG00000248932.5","red"
"ENSG00000248790.1","pink"
"ENSG00000178631.7","turquoise"
"ENSG00000114115.9","greenyellow"
"ENSG00000163864.15","blue"
"ENSG00000214280.3","grey"
"ENSG00000201600.1","grey"
"ENSG00000244692.3","paleturquoise"
"ENSG00000158258.16","turquoise"
"ENSG00000114120.11","yellow"
"ENSG00000248773.1","yellow"
"ENSG00000155893.12","brown"
"ENSG00000241400.1","grey"
"ENSG00000249417.1","yellow"
"ENSG00000177311.11","darkturquoise"
"ENSG00000155903.11","greenyellow"
"ENSG00000250170.1","blue"
"ENSG00000114125.13","grey"
"ENSG00000069849.10","yellow"
"ENSG00000114126.17","saddlebrown"
"ENSG00000233597.3","brown"
"ENSG00000175066.15","magenta"
"ENSG00000114127.10","green"
"ENSG00000251804.1","blue"
"ENSG00000202125.1","grey"
"ENSG00000175054.14","green"
"ENSG00000244327.1","salmon"
"ENSG00000120756.12","turquoise"
"ENSG00000144935.14","turquoise"
"ENSG00000163710.7","turquoise"
"ENSG00000188582.8","turquoise"
"ENSG00000241570.8","turquoise"
"ENSG00000163714.17","red"
"ENSG00000268129.1","grey"
"ENSG00000175040.5","magenta"
"ENSG00000181804.14","turquoise"
"ENSG00000240888.1","grey"
"ENSG00000243033.2","grey"
"ENSG00000243759.1","grey"
"ENSG00000181744.8","yellow"
"ENSG00000261051.1","green"
"ENSG00000240032.1","brown"
"ENSG00000152952.11","yellow"
"ENSG00000114698.14","tan"
"ENSG00000188313.12","grey60"
"ENSG00000174963.17","tan"
"ENSG00000152977.9","tan"
"ENSG00000241627.3","greenyellow"
"ENSG00000163754.17","green"
"ENSG00000071794.15","red"
"ENSG00000163755.8","blue"
"ENSG00000163762.6","grey"
"ENSG00000169908.11","green"
"ENSG00000018408.14","tan"
"ENSG00000114744.8","turquoise"
"ENSG00000206199.9","darkolivegreen"
"ENSG00000082996.19","green"
"ENSG00000070087.13","steelblue"
"ENSG00000242791.2","yellow"
"ENSG00000224831.3","turquoise"
"ENSG00000196428.12","yellow"
"ENSG00000120742.10","brown"
"ENSG00000144895.11","turquoise"
"ENSG00000198843.12","steelblue"
"ENSG00000163645.14","yellow"
"ENSG00000240137.5","pink"
"ENSG00000181788.3","lightgreen"
"ENSG00000144893.12","turquoise"
"ENSG00000239570.1","turquoise"
"ENSG00000181631.6","grey60"
"ENSG00000169313.9","grey60"
"ENSG00000152580.8","brown"
"ENSG00000241151.1","greenyellow"
"ENSG00000152601.17","red"
"ENSG00000229619.3","yellow"
"ENSG00000201217.1","pink"
"ENSG00000169860.6","tan"
"ENSG00000181467.4","green"
"ENSG00000243486.1","magenta"
"ENSG00000243069.7","turquoise"
"ENSG00000114790.12","turquoise"
"ENSG00000174953.13","yellow"
"ENSG00000114805.16","tan"
"ENSG00000174928.15","grey"
"ENSG00000169359.13","green"
"ENSG00000163655.15","turquoise"
"ENSG00000240489.1","red"
"ENSG00000169282.17","turquoise"
"ENSG00000272990.1","grey"
"ENSG00000114850.6","turquoise"
"ENSG00000163659.12","turquoise"
"ENSG00000174912.7","grey"
"ENSG00000230457.3","turquoise"
"ENSG00000197980.11","turquoise"
"ENSG00000163660.11","yellow"
"ENSG00000241770.1","green"
"ENSG00000243176.5","blue"
"ENSG00000197415.11","yellow"
"ENSG00000163661.3","turquoise"
"ENSG00000174891.12","green"
"ENSG00000178053.17","brown"
"ENSG00000168827.14","salmon"
"ENSG00000272087.1","brown"
"ENSG00000272440.1","blue"
"ENSG00000118849.9","brown"
"ENSG00000118855.18","magenta"
"ENSG00000240207.6","brown"
"ENSG00000243675.1","brown"
"ENSG00000271778.1","brown"
"ENSG00000279311.1","blue"
"ENSG00000214216.10","blue"
"ENSG00000243116.1","greenyellow"
"ENSG00000151967.18","green"
"ENSG00000180044.4","turquoise"
"ENSG00000068885.14","red"
"ENSG00000113810.15","salmon"
"ENSG00000186432.8","green"
"ENSG00000238741.1","red"
"ENSG00000229320.3","blue"
"ENSG00000260572.1","salmon"
"ENSG00000163590.13","lightgreen"
"ENSG00000169255.13","grey"
"ENSG00000169251.12","green"
"ENSG00000196542.8","green"
"ENSG00000234851.4","grey"
"ENSG00000241636.1","greenyellow"
"ENSG00000241767.2","greenyellow"
"ENSG00000239205.1","yellow"
"ENSG00000121871.3","yellow"
"ENSG00000244128.5","brown"
"ENSG00000114200.9","brown"
"ENSG00000169064.12","turquoise"
"ENSG00000114204.14","tan"
"ENSG00000174776.10","tan"
"ENSG00000114209.14","green"
"ENSG00000241120.1","grey"
"ENSG00000163536.12","salmon"
"ENSG00000173905.8","tan"
"ENSG00000206120.11","brown"
"ENSG00000242268.2","brown"
"ENSG00000085276.17","green"
"ENSG00000213178.3","red"
"ENSG00000184378.2","green"
"ENSG00000085274.15","green"
"ENSG00000269984.1","grey"
"ENSG00000171757.15","brown"
"ENSG00000270135.1","green"
"ENSG00000270096.1","darkorange"
"ENSG00000239219.2","blue"
"ENSG00000008952.16","green"
"ENSG00000173889.15","lightgreen"
"ENSG00000163558.12","yellow"
"ENSG00000136603.13","turquoise"
"ENSG00000013297.10","brown"
"ENSG00000013293.5","brown"
"ENSG00000163584.17","green"
"ENSG00000163577.7","turquoise"
"ENSG00000154310.16","turquoise"
"ENSG00000207963.1","turquoise"
"ENSG00000279673.1","turquoise"
"ENSG00000075651.15","turquoise"
"ENSG00000186329.9","turquoise"
"ENSG00000075420.12","yellow"
"ENSG00000243398.3","green"
"ENSG00000121853.3","brown"
"ENSG00000121858.10","blue"
"ENSG00000144959.9","green"
"ENSG00000114346.13","turquoise"
"ENSG00000169760.17","red"
"ENSG00000237645.1","blue"
"ENSG00000252982.1","blue"
"ENSG00000177694.15","turquoise"
"ENSG00000214192.3","yellow"
"ENSG00000177565.16","red"
"ENSG00000201343.1","red"
"ENSG00000200882.1","grey"
"ENSG00000203645.2","blue"
"ENSG00000197584.11","turquoise"
"ENSG00000172667.10","red"
"ENSG00000121879.3","red"
"ENSG00000171121.16","blue"
"ENSG00000240429.1","blue"
"ENSG00000121864.9","green"
"ENSG00000260743.1","turquoise"
"ENSG00000171109.18","turquoise"
"ENSG00000114450.9","tan"
"ENSG00000242539.2","salmon"
"ENSG00000272699.1","grey"
"ENSG00000136518.16","grey"
"ENSG00000136522.13","turquoise"
"ENSG00000136521.12","green"
"ENSG00000058056.8","green"
"ENSG00000114757.18","brown"
"ENSG00000239774.1","blue"
"ENSG00000163728.10","darkturquoise"
"ENSG00000145075.11","turquoise"
"ENSG00000114416.17","salmon"
"ENSG00000205981.6","brown"
"ENSG00000242808.7","turquoise"
"ENSG00000241231.1","turquoise"
"ENSG00000181449.3","tan"
"ENSG00000058063.15","green"
"ENSG00000043093.13","turquoise"
"ENSG00000244346.1","blue"
"ENSG00000078070.12","green"
"ENSG00000053524.11","grey"
"ENSG00000176597.11","grey60"
"ENSG00000240024.5","yellow"
"ENSG00000201229.1","grey"
"ENSG00000253092.1","grey"
"ENSG00000172578.11","grey60"
"ENSG00000114796.15","lightgreen"
"ENSG00000163872.15","grey"
"ENSG00000233885.7","grey"
"ENSG00000180834.7","turquoise"
"ENSG00000175193.12","green"
"ENSG00000114770.16","blue"
"ENSG00000272721.5","blue"
"ENSG00000145191.12","pink"
"ENSG00000161202.17","darkgrey"
"ENSG00000161203.13","cyan"
"ENSG00000161204.11","black"
"ENSG00000145198.14","purple"
"ENSG00000214160.9","blue"
"ENSG00000145194.17","brown"
"ENSG00000163888.3","magenta"
"ENSG00000175166.16","cyan"
"ENSG00000114867.20","darkorange"
"ENSG00000175182.13","darkgrey"
"ENSG00000114859.15","purple"
"ENSG00000163882.9","blue"
"ENSG00000090534.17","brown"
"ENSG00000090539.15","brown"
"ENSG00000224153.2","blue"
"ENSG00000182580.2","turquoise"
"ENSG00000177383.4","green"
"ENSG00000272970.1","grey"
"ENSG00000156931.15","turquoise"
"ENSG00000187068.2","tan"
"ENSG00000113790.10","turquoise"
"ENSG00000073803.13","turquoise"
"ENSG00000229638.1","grey"
"ENSG00000163900.10","yellow"
"ENSG00000163904.12","yellow"
"ENSG00000236489.1","turquoise"
"ENSG00000136527.17","yellow"
"ENSG00000244405.7","magenta"
"ENSG00000058866.14","brown"
"ENSG00000213139.7","blue"
"ENSG00000113838.12","blue"
"ENSG00000090520.11","brown"
"ENSG00000263826.1","grey"
"ENSG00000156976.15","red"
"ENSG00000163918.10","blue"
"ENSG00000232233.1","blue"
"ENSG00000223803.1","brown"
"ENSG00000073849.14","blue"
"ENSG00000163923.9","turquoise"
"ENSG00000127241.16","turquoise"
"ENSG00000283175.1","turquoise"
"ENSG00000157005.3","white"
"ENSG00000113916.17","green"
"ENSG00000145012.12","tan"
"ENSG00000279891.1","brown"
"ENSG00000188001.9","brown"
"ENSG00000073282.12","greenyellow"
"ENSG00000090530.9","green"
"ENSG00000230077.1","grey"
"ENSG00000225764.1","purple"
"ENSG00000238077.1","turquoise"
"ENSG00000163347.5","brown"
"ENSG00000113946.3","turquoise"
"ENSG00000196083.9","red"
"ENSG00000231047.1","lightgreen"
"ENSG00000223117.1","green"
"ENSG00000205835.8","grey"
"ENSG00000152492.13","green"
"ENSG00000253548.1","brown"
"ENSG00000223812.5","brown"
"ENSG00000114279.13","yellow"
"ENSG00000238902.1","grey"
"ENSG00000180611.6","brown"
"ENSG00000127252.5","grey"
"ENSG00000187527.10","tan"
"ENSG00000127249.14","tan"
"ENSG00000198836.8","green"
"ENSG00000207370.1","green"
"ENSG00000230102.7","grey"
"ENSG00000232874.1","blue"
"ENSG00000114315.3","brown"
"ENSG00000133657.14","lightyellow"
"ENSG00000233058.1","brown"
"ENSG00000231770.5","brown"
"ENSG00000145014.17","turquoise"
"ENSG00000041802.10","salmon"
"ENSG00000185112.5","turquoise"
"ENSG00000173950.15","yellow"
"ENSG00000114331.13","red"
"ENSG00000229325.1","red"
"ENSG00000207368.1","yellow"
"ENSG00000184203.7","yellow"
"ENSG00000252620.1","grey"
"ENSG00000189058.8","green"
"ENSG00000224769.1","brown"
"ENSG00000229178.1","blue"
"ENSG00000242086.8","grey"
"ENSG00000207650.1","blue"
"ENSG00000176945.16","blue"
"ENSG00000061938.16","purple"
"ENSG00000260261.1","turquoise"
"ENSG00000185485.14","blue"
"ENSG00000072274.12","yellow"
"ENSG00000163958.13","brown"
"ENSG00000163959.9","blue"
"ENSG00000161217.11","lightyellow"
"ENSG00000213123.10","blue"
"ENSG00000237418.1","blue"
"ENSG00000163960.11","yellow"
"ENSG00000241868.3","blue"
"ENSG00000163961.4","green"
"ENSG00000185798.7","grey"
"ENSG00000174013.7","red"
"ENSG00000232065.1","blue"
"ENSG00000174004.5","brown"
"ENSG00000163964.13","turquoise"
"ENSG00000174007.7","salmon"
"ENSG00000180370.10","royalblue"
"ENSG00000119231.10","yellow"
"ENSG00000230732.4","yellow"
"ENSG00000114503.10","turquoise"
"ENSG00000270170.1","skyblue"
"ENSG00000119227.7","purple"
"ENSG00000233487.6","lightyellow"
"ENSG00000163975.11","lightyellow"
"ENSG00000228109.1","blue"
"ENSG00000075711.20","brown"
"ENSG00000272989.1","brown"
"ENSG00000161267.11","magenta"
"ENSG00000214135.8","blue"
"ENSG00000213519.2","grey"
"ENSG00000145016.14","magenta"
"ENSG00000122068.12","lightgreen"
"ENSG00000273375.1","yellow"
"ENSG00000186001.12","blue"
"ENSG00000234742.1","grey"
"ENSG00000114473.13","turquoise"
"ENSG00000182899.14","darkred"
"ENSG00000185621.11","salmon"
"ENSG00000226435.10","turquoise"
"ENSG00000212297.1","turquoise"
"ENSG00000236438.7","brown"
"ENSG00000272602.5","darkturquoise"
"ENSG00000250312.6","turquoise"
"ENSG00000275426.1","black"
"ENSG00000198155.5","yellow"
"ENSG00000186777.11","turquoise"
"ENSG00000251535.1","brown"
"ENSG00000131127.13","salmon"
"ENSG00000207642.1","brown"
"ENSG00000272885.1","yellow"
"ENSG00000251595.7","yellow"
"ENSG00000182903.15","yellow"
"ENSG00000174227.15","black"
"ENSG00000273238.1","black"
"ENSG00000283183.1","blue"
"ENSG00000133256.12","magenta"
"ENSG00000242686.4","turquoise"
"ENSG00000169020.9","grey"
"ENSG00000215375.6","magenta"
"ENSG00000185619.18","turquoise"
"ENSG00000272588.1","brown"
"ENSG00000249592.5","blue"
"ENSG00000233799.1","greenyellow"
"ENSG00000168993.14","darkgreen"
"ENSG00000178950.16","black"
"ENSG00000127419.16","purple"
"ENSG00000145214.13","purple"
"ENSG00000145217.13","blue"
"ENSG00000127415.12","purple"
"ENSG00000127418.14","turquoise"
"ENSG00000178222.12","grey"
"ENSG00000251652.1","brown"
"ENSG00000227189.2","blue"
"ENSG00000159674.11","purple"
"ENSG00000159692.15","darkgreen"
"ENSG00000196810.4","turquoise"
"ENSG00000090316.15","blue"
"ENSG00000163945.15","black"
"ENSG00000179979.8","midnightblue"
"ENSG00000174137.12","brown"
"ENSG00000163950.12","lightgreen"
"ENSG00000270195.1","brown"
"ENSG00000168936.10","purple"
"ENSG00000013810.18","purple"
"ENSG00000068078.17","tan"
"ENSG00000168924.14","darkgrey"
"ENSG00000109685.17","yellow"
"ENSG00000185049.13","purple"
"ENSG00000243449.6","darkgreen"
"ENSG00000185818.7","turquoise"
"ENSG00000130997.16","blue"
"ENSG00000249006.1","blue"
"ENSG00000214367.7","grey"
"ENSG00000123933.15","blue"
"ENSG00000159733.13","midnightblue"
"ENSG00000239247.3","blue"
"ENSG00000206113.9","midnightblue"
"ENSG00000063978.15","yellow"
"ENSG00000125386.15","black"
"ENSG00000168884.14","brown"
"ENSG00000087266.15","tan"
"ENSG00000087274.16","cyan"
"ENSG00000109736.14","pink"
"ENSG00000249673.6","skyblue"
"ENSG00000087269.15","blue"
"ENSG00000125388.19","turquoise"
"ENSG00000197386.10","black"
"ENSG00000188981.10","greenyellow"
"ENSG00000159788.18","lightyellow"
"ENSG00000248840.2","brown"
"ENSG00000109758.8","blue"
"ENSG00000261643.1","blue"
"ENSG00000163956.10","darkgreen"
"ENSG00000250986.1","brown"
"ENSG00000184160.7","brown"
"ENSG00000251669.5","grey"
"ENSG00000132406.11","yellow"
"ENSG00000145220.13","greenyellow"
"ENSG00000168826.15","violet"
"ENSG00000168824.14","brown"
"ENSG00000168818.9","brown"
"ENSG00000248221.1","brown"
"ENSG00000247708.7","black"
"ENSG00000280310.1","brown"
"ENSG00000163132.6","turquoise"
"ENSG00000152953.12","tan"
"ENSG00000072840.12","tan"
"ENSG00000072832.14","lightcyan"
"ENSG00000181215.13","blue"
"ENSG00000152969.17","royalblue"
"ENSG00000249896.2","blue"
"ENSG00000251408.1","blue"
"ENSG00000109501.13","royalblue"
"ENSG00000074211.13","brown"
"ENSG00000013288.8","purple"
"ENSG00000179010.14","cyan"
"ENSG00000251580.1","blue"
"ENSG00000170846.16","yellow"
"ENSG00000246526.2","blue"
"ENSG00000279859.2","blue"
"ENSG00000282742.1","blue"
"ENSG00000178988.10","turquoise"
"ENSG00000186222.4","grey"
"ENSG00000170871.11","turquoise"
"ENSG00000132405.18","turquoise"
"ENSG00000187904.3","grey"
"ENSG00000202392.1","pink"
"ENSG00000173013.5","turquoise"
"ENSG00000173011.11","green"
"ENSG00000109519.12","grey"
"ENSG00000184985.16","magenta"
"ENSG00000196526.10","brown"
"ENSG00000163995.19","brown"
"ENSG00000125089.16","grey60"
"ENSG00000251615.3","grey"
"ENSG00000087008.15","black"
"ENSG00000155275.18","blue"
"ENSG00000205959.3","black"
"ENSG00000250342.1","brown"
"ENSG00000109667.11","brown"
"ENSG00000169676.5","brown"
"ENSG00000261490.1","greenyellow"
"ENSG00000071127.16","magenta"
"ENSG00000178163.7","darkturquoise"
"ENSG00000002587.9","brown"
"ENSG00000250371.1","blue"
"ENSG00000157869.14","salmon"
"ENSG00000038219.12","darkturquoise"
"ENSG00000250634.5","turquoise"
"ENSG00000248698.5","yellow"
"ENSG00000248360.7","turquoise"
"ENSG00000247624.6","turquoise"
"ENSG00000137449.15","turquoise"
"ENSG00000251379.1","yellow"
"ENSG00000048342.15","paleturquoise"
"ENSG00000273133.1","grey"
"ENSG00000118564.14","lightgreen"
"ENSG00000237765.6","darkturquoise"
"ENSG00000109743.10","green"
"ENSG00000004468.12","tan"
"ENSG00000007062.11","blue"
"ENSG00000169762.16","brown"
"ENSG00000263327.6","blue"
"ENSG00000248851.1","grey"
"ENSG00000248138.5","grey"
"ENSG00000169744.12","greenyellow"
"ENSG00000151552.11","brown"
"ENSG00000002549.12","brown"
"ENSG00000118579.12","cyan"
"ENSG00000047662.4","greenyellow"
"ENSG00000163257.10","magenta"
"ENSG00000109805.9","blue"
"ENSG00000178177.15","grey"
"ENSG00000145147.19","brown"
"ENSG00000248228.1","brown"
"ENSG00000163138.18","green"
"ENSG00000185774.14","brown"
"ENSG00000283281.1","red"
"ENSG00000242768.2","greenyellow"
"ENSG00000280650.1","greenyellow"
"ENSG00000152990.13","tan"
"ENSG00000237350.1","green"
"ENSG00000109819.8","yellow"
"ENSG00000109606.12","green"
"ENSG00000207697.1","yellow"
"ENSG00000243005.3","yellow"
