clusterID	N	coord	gene	annotation	FDR
clu_162667_+	6	chr17:7559297-7560049	TNFSF13	cryptic	0.0455
clu_61051_+	2	chr1:112700310-112700416	MOV10	cryptic	0.0456
clu_62393_+	3	chr1:156236483-156242553	PMF1-BGLAP	annotated	0.0456
clu_151242_-	5	chr6:30021761-30058115	ZNRD1ASP	cryptic	0.0456
clu_1189_-	5	chrX:101346660-101348593	TIMM8A	cryptic	0.0456
clu_41814_?	6	chr2:95891860-95905441	ANKRD36C	cryptic	0.0457
clu_165105_+	2	chr17:67945896-67947726	BPTF	annotated	0.0458
clu_64249_+	2	chr1:230683635-230685085	COG2	annotated	0.0459
clu_146547_+	3	chr2:42256630-42263178	EML4	annotated	0.0459
clu_144536_?	10	chr20:3340639-3374048	C20orf194	cryptic	0.0459
clu_158195_+	2	chr11:67608478-67608560	NDUFV1	annotated	0.046
clu_95383_-	3	chr17:21647729-21664497	.	annotated	0.046
clu_21499_-	3	chr3:142172456-142177482	GK5	annotated	0.046
clu_185714_+	12	chr7:65170361-65674385	INTS4P1	cryptic	0.046
clu_93540_?	2	chr14:74407989-74409328	SYNDIG1L	cryptic	0.0462
clu_173957_+	5	chr16:19051816-19061778	TMC7	cryptic	0.0462
clu_163772_+	3	chr17:38707540-38709173	MLLT6	cryptic	0.0462
clu_149599_+	7	chr2:203239134-203251967	CYP20A1	cryptic	0.0462
clu_116419_+	5	chr6:29944397-29945063	HLA-A	annotated	0.0462
clu_166991_-	2	chr7:47369621-47396800	TNS3	cryptic	0.0462
clu_35056_-	2	chr16:70855275-70857775	HYDIN	cryptic	0.0463
clu_5389_-	2	chr11:46869132-46871525	LRP4	cryptic	0.0465
clu_92293_+	3	chr3:196728136-196730992	PIGX	annotated	0.0465
clu_133020_-	3	chr1:1217688-1218458	SDF4	cryptic	0.0467
clu_62102_+	4	chr1:152335439-152338056	FLG-AS1	cryptic	0.0467
clu_22103_-	3	chr3:186211885-186242504	DGKG	cryptic	0.0467
clu_169914_-	7	chr4:9224619-9243603	.	annotated	0.0467
clu_11236_-	4	chr15:56103670-56142778	RFX7	cryptic	0.0468
clu_123672_+	3	chr8:61458542-61499455	CLVS1	cryptic	0.0468
clu_187737_+	4	chr7:149875645-149879335	ATP6V0E2	annotated	0.0471
clu_140323_+	2	chr10:70530068-70531342	PALD1	cryptic	0.0472
clu_67135_-	2	chr19:3009577-3011022	TLE2	cryptic	0.0473
clu_70909_+	3	chr22:17045000-17047324	CECR7	cryptic	0.0473
clu_27665_-	8	chr5:160094065-160118805	PWWP2A	cryptic	0.0473
clu_157787_+	3	chr11:65294652-65295540	POLA2	cryptic	0.0474
clu_71405_+	3	chr22:25695214-25703510	GRK3	annotated	0.0474
clu_171061_-	3	chr4:101026061-101032267	PPP3CA	annotated	0.0474
clu_163118_+	15	chr17:18701445-18793502	TRIM16L	cryptic	0.0475
clu_21336_-	3	chr3:132694965-132697260	NPHP3	annotated	0.0475
clu_33505_-	5	chr16:10929559-10941569	DEXI	cryptic	0.0476
clu_124246_+	3	chr8:103501062-103697086	RIMS2	cryptic	0.0476
clu_84630_+	3	chr9:127461257-127462252	LRSAM1	cryptic	0.0476
clu_137132_-	2	chr1:154170711-154172029	TPM3	annotated	0.0477
clu_157994_+	3	chr11:66266490-66267174	KLC2	cryptic	0.0478
clu_138068_-	3	chr1:197715074-197772868	DENND1B	annotated	0.0481
clu_7570_-	3	chr11:126562912-127000455	KIRREL3	cryptic	0.0481
clu_171713_-	4	chr4:164976820-164977531	TRIM61	cryptic	0.0482
clu_46243_-	6	chr9:62869300-62897529	RP11-262H14.3	cryptic	0.0482
clu_140946_+	13	chr10:95950105-95961829	CC2D2B	cryptic	0.0485
clu_125168_-	14	chr12:7406593-7433374	CD163L1	cryptic	0.0485
clu_95822_-	3	chr17:38209116-38219046	CH17-431G21.1	cryptic	0.0485
clu_56319_-	12	chr2:177311328-177334393	AC074286.1	cryptic	0.0485
clu_186872_+	7	chr7:102376322-102399548	PRKRIP1	cryptic	0.0486
clu_149575_+	3	chr2:203113318-203122254	NBEAL1	cryptic	0.049
clu_7415_-	5	chr11:120800902-120815332	.	annotated	0.0492
clu_127434_-	4	chr12:111660675-111672661	BRAP	cryptic	0.0492
clu_53967_-	3	chr2:53700528-53714384	ASB3	cryptic	0.0492
clu_184889_+	6	chr7:7234539-7238255	C1GALT1	cryptic	0.0492
clu_170515_-	3	chr4:65332128-65348054	EPHA5	cryptic	0.0493
clu_151968_-	14	chr6:57926510-57959028	LINC00680	cryptic	0.0493
clu_80370_-	4	chr20:62139197-62139781	PSMA7	cryptic	0.0494
clu_170471_-	4	chr4:55482828-55489374	CLOCK	cryptic	0.0494
clu_112841_?	3	chr1:84202805-84214153	PRKACB	annotated	0.0496
clu_84637_+	2	chr9:127612047-127651603	STXBP1	annotated	0.0496
clu_137174_-	2	chr1:154588661-154589369	ADAR	cryptic	0.0497
clu_61243_+	3	chr1:120832009-120838767	.	annotated	0.0497
clu_141638_+	5	chr10:122427031-122429624	PLEKHA1	cryptic	0.0497
clu_6395_-	9	chr11:72035975-72069842	NUMA1	cryptic	0.0497
clu_48684_+	4	chr12:7056197-7061839	C1S	annotated	0.0497
clu_163282_+	3	chr17:27611629-27617295	KSR1	cryptic	0.0497
clu_71960_+	13	chr22:38083188-38087465	.	annotated	0.0497
clu_19986_-	2	chr3:51937586-51937669	RRP9	cryptic	0.0497
clu_26787_-	5	chr5:110606287-110625267	TMEM232	cryptic	0.0497
clu_76550_+	3	chr5:70901933-70916941	SERF1A	annotated	0.0497
clu_118385_+	4	chr6:144291907-144403123	UTRN	cryptic	0.0497
clu_185702_+	6	chr7:64947857-64949176	.	annotated	0.0497
clu_83234_+	5	chr9:37651094-37707416	FRMPD1	cryptic	0.0497
clu_48633_+	3	chr12:7138067-7141242	CLSTN3	annotated	0.0498
clu_87886_-	6	chr13:37044181-37047535	SUPT20H	annotated	0.0498
clu_33400_-	2	chr16:4701134-4701434	ANKS3	cryptic	0.0498
clu_148984_+	2	chr2:168456618-168547596	CERS6	cryptic	0.0498
clu_178950_?	4	chr6:3154923-3226159	TUBB2B	cryptic	0.0498
